Player,Team,Position,GP,TOI,Goals,Total_Assists,Primary_Assist,Secondary_Assist,Total_Points,goals_per_60,assists_per_60,points_per_60,IPP,Shots,Shooting_Perc,ixG,iCF,iFF,iSCF,iHDCF,Rush_Attempts,Rebounds_Created,PIM,Total_Penalties,Minor,Major,Misconduct,Penalties_Drawn,Giveaways,Takeaways,Hits,Hits_Taken,Shots_Blocked,Faceoffs_Won,Faceoffs_Lost,Faceoffs_Perc
Colton Sissons,NSH,C,23,271.9333,1,5,2,3,6,0.221,1.103,1.324,85.71,20,5.00,1.80,30,27,22,13,1,1,4,2,2,0,0,1,6,5,36,13,10,131,102,56.22
Nic Dowd,WSH,C,16,191.3500,3,3,2,1,6,0.941,0.941,1.881,85.71,17,17.65,1.57,26,23,17,6,0,2,6,3,3,0,0,3,2,8,35,31,10,92,80,53.49
Andrew Mangiapane,CGY,L,23,270.7167,10,2,0,2,12,2.216,0.443,2.660,85.71,40,25.00,5.05,76,56,59,27,2,6,2,1,1,0,0,3,7,9,19,14,5,8,9,47.06
Keegan Kolesar,VGK,R,22,272.5833,1,5,3,2,6,0.220,1.101,1.321,85.71,29,3.45,3.22,45,38,33,21,2,4,16,5,3,2,0,3,10,8,62,33,13,29,37,43.94
Max Domi,CBJ,C,11,123.5333,2,4,3,1,6,0.971,1.943,2.914,85.71,15,13.33,1.37,29,20,16,4,0,2,6,3,3,0,0,2,4,7,2,3,2,1,3,25.00
Drake Batherson,OTT,R,16,235.0333,6,5,3,2,11,1.532,1.276,2.808,84.62,37,16.22,2.79,62,50,38,16,6,2,6,3,3,0,0,3,12,4,37,21,6,5,2,71.43
Sebastian Aho,CAR,C,22,275.6333,4,7,4,3,11,0.871,1.524,2.394,84.62,38,10.53,4.22,62,51,47,23,2,3,6,3,3,0,0,4,15,8,8,16,8,110,93,54.19
Brad Marchand,BOS,L,18,240.3333,4,7,5,2,11,0.999,1.748,2.746,84.62,35,11.43,2.83,53,40,36,14,1,4,16,8,8,0,0,5,11,10,25,21,2,2,2,50.00
Alex Formenton,OTT,L,18,198.0833,4,1,0,1,5,1.212,0.303,1.515,83.33,27,14.81,2.24,36,29,27,14,1,1,11,4,3,1,0,4,5,9,29,12,2,0,0,0.00
Eric Robinson,CBJ,L,21,232.6667,2,3,1,2,5,0.516,0.774,1.289,83.33,21,9.52,2.02,44,34,25,13,2,3,0,0,0,0,0,2,3,7,15,28,4,0,0,0.00
Artemi Panarin,NYR,L,21,317.3000,3,7,5,2,10,0.567,1.324,1.891,83.33,33,9.09,2.68,67,51,41,10,1,3,2,1,1,0,0,2,16,18,7,11,3,0,0,0.00
Drew Doughty,L.A,D,6,107.7833,0,5,4,1,5,0.000,2.783,2.783,83.33,6,0.00,0.12,14,7,2,0,1,0,0,0,0,0,0,2,6,0,10,13,3,0,0,0.00
Marc-Edouard Vlasic,S.J,D,17,226.9833,0,5,3,2,5,0.000,1.322,1.322,83.33,16,0.00,0.96,42,27,19,6,8,0,6,3,3,0,0,3,9,3,12,16,16,5,0,100.00
Jake DeBrusk,BOS,L,19,221.2833,2,3,1,2,5,0.542,0.813,1.356,83.33,23,8.70,2.09,37,29,30,12,4,4,0,0,0,0,0,4,2,11,9,15,4,3,1,75.00
Vladislav Namestnikov,DET,C,24,295.1000,7,3,2,1,10,1.423,0.610,2.033,83.33,30,23.33,3.38,46,37,27,19,0,2,8,4,4,0,0,5,8,6,20,31,13,2,1,66.67
Ryan Getzlaf,ANA,C,23,325.6167,0,10,6,4,10,0.000,1.843,1.843,83.33,39,0.00,2.24,60,47,25,5,1,3,4,2,2,0,0,2,21,9,32,21,20,182,131,58.15
Tyler Bozak,STL,C,21,225.9333,1,4,2,2,5,0.266,1.062,1.328,83.33,16,6.25,1.59,20,17,17,9,0,3,6,3,3,0,0,3,2,4,9,12,3,75,79,48.70
Drew O'Connor,PIT,L,12,117.3667,3,2,1,1,5,1.534,1.022,2.556,83.33,19,15.79,1.82,29,26,21,8,0,1,2,1,1,0,0,1,4,4,11,24,4,8,11,42.11
Dryden Hunt,NYR,L,21,210.7833,3,2,1,1,5,0.854,0.569,1.423,83.33,24,12.50,2.02,44,34,24,13,1,0,13,5,4,1,0,1,3,5,41,27,0,0,2,0.00
Blake Wheeler,WPG,R,17,258.8500,0,5,4,1,5,0.000,1.159,1.159,83.33,32,0.00,2.73,52,38,37,15,3,4,6,3,3,0,0,1,8,5,21,15,4,0,10,0.00
Carter Verhaeghe,FLA,C,23,323.3333,6,8,6,2,14,1.113,1.485,2.598,82.35,32,18.75,3.25,66,49,45,18,1,6,4,2,2,0,0,4,9,17,12,36,2,3,2,60.00
Jonathan Huberdeau,FLA,L,23,284.0667,5,9,4,5,14,1.056,1.901,2.957,82.35,36,13.89,3.25,55,45,38,17,2,2,4,2,2,0,0,4,15,15,31,18,5,5,9,35.71
Alex Killorn,T.B,L,22,285.6000,5,9,4,5,14,1.050,1.891,2.941,82.35,26,19.23,2.64,47,38,37,17,3,0,20,10,10,0,0,6,6,6,17,21,3,0,2,0.00
Josh Anderson,MTL,R,25,361.2833,4,5,3,2,9,0.664,0.830,1.495,81.82,55,7.27,5.22,103,80,69,30,6,3,6,3,3,0,0,4,7,7,52,24,6,6,5,54.55
Yanni Gourde,SEA,C,19,281.5833,3,6,6,0,9,0.639,1.278,1.918,81.82,27,11.11,2.58,42,37,29,16,3,1,2,1,1,0,0,4,7,14,21,25,5,100,93,51.81
Pius Suter,DET,C,24,310.6500,5,4,2,2,9,0.966,0.773,1.738,81.82,40,12.50,5.23,62,50,50,23,2,3,2,1,1,0,0,1,14,7,6,14,6,106,100,51.46
Tanner Jeannot,NSH,L,23,284.2500,5,4,2,2,9,1.055,0.844,1.900,81.82,33,15.15,3.18,49,40,38,17,4,2,14,7,7,0,0,4,8,5,66,26,13,2,3,40.00
Alex DeBrincat,CHI,L,22,313.7667,7,2,1,1,9,1.339,0.382,1.721,81.82,40,17.50,3.50,75,53,45,14,4,4,2,1,1,0,0,6,6,12,32,20,8,5,10,33.33
Ryan Donato,SEA,C,20,205.6667,5,4,4,0,9,1.459,1.167,2.626,81.82,30,16.67,2.98,56,45,35,17,3,5,6,3,3,0,0,3,5,9,15,28,6,0,3,0.00
Lucas Raymond,DET,L,24,328.7833,6,7,3,4,13,1.095,1.277,2.372,81.25,43,13.95,3.86,66,48,40,18,1,7,4,2,2,0,0,3,10,10,11,24,6,4,2,66.67
Alex Iafallo,L.A,L,22,290.9833,7,6,1,5,13,1.443,1.237,2.681,81.25,49,14.29,4.45,75,64,45,23,14,0,2,1,1,0,0,3,2,10,14,21,12,9,9,50.00
Johnny Gaudreau,CGY,L,23,330.9000,6,11,11,0,17,1.088,1.995,3.083,80.95,46,13.04,5.27,88,73,58,25,7,4,2,1,1,0,0,6,13,10,3,4,2,1,8,11.11
Nils Hoglander,VAN,L,24,301.3667,5,3,2,1,8,0.995,0.597,1.593,80.00,46,10.87,4.46,68,56,50,26,3,5,10,5,5,0,0,8,10,8,10,32,4,0,0,0.00
Zach Bogosian,T.B,D,11,179.3333,1,3,1,2,4,0.335,1.004,1.338,80.00,18,5.56,0.48,30,20,9,3,2,0,13,5,4,1,0,0,1,1,33,13,5,0,0,0.00
Nicolas Aube-Kubel,"COL, PHI",R,15,155.8333,2,2,2,0,4,0.770,0.770,1.540,80.00,19,10.53,1.51,28,24,15,7,0,3,8,4,4,0,0,0,2,5,27,26,3,1,0,100.00
Mark Stone,VGK,R,10,139.7000,0,8,7,1,8,0.000,3.436,3.436,80.00,14,0.00,1.55,24,18,17,5,0,1,2,1,1,0,0,2,7,11,5,4,8,1,0,100.00
Joe Pavelski,DAL,C,21,269.3000,4,8,7,1,12,0.891,1.782,2.674,80.00,34,11.76,2.66,55,40,33,18,2,3,4,2,2,0,0,4,10,2,22,2,15,71,61,53.79
Mitchell Stephens,DET,C,16,148.8167,0,4,2,2,4,0.000,1.613,1.613,80.00,10,0.00,1.06,28,18,12,3,0,3,4,2,2,0,0,0,3,1,9,8,7,59,54,52.21
Jack Roslovic,CBJ,C,21,220.5500,3,5,2,3,8,0.816,1.360,2.176,80.00,24,12.50,1.51,43,36,22,7,0,1,2,1,1,0,0,1,8,11,12,17,3,79,74,51.63
Mathew Barzal,NYI,C,18,252.9167,5,3,1,2,8,1.186,0.712,1.898,80.00,38,13.16,4.05,63,52,40,18,3,3,2,1,1,0,0,5,16,14,14,13,3,56,63,47.06
Jared McCann,SEA,L,18,210.0167,5,3,2,1,8,1.428,0.857,2.286,80.00,26,19.23,2.07,44,35,22,10,0,2,4,2,2,0,0,1,4,5,18,18,7,42,49,46.15
Arttu Ruotsalainen,BUF,C,16,168.7167,2,2,2,0,4,0.711,0.711,1.423,80.00,21,9.52,1.54,35,26,18,8,2,3,2,1,1,0,0,1,0,5,10,8,3,45,59,43.27
Trevor Zegras,ANA,C,22,287.2167,3,9,5,4,12,0.627,1.880,2.507,80.00,44,6.82,3.71,70,57,40,15,1,4,6,3,3,0,0,3,17,11,8,20,8,69,97,41.57
Alex Newhook,COL,C,11,123.2333,3,1,0,1,4,1.461,0.487,1.948,80.00,15,20.00,1.33,23,17,15,5,1,0,4,2,2,0,0,2,5,5,6,12,4,30,53,36.14
Brett Leason,WSH,R,16,138.9500,2,2,1,1,4,0.864,0.864,1.727,80.00,21,9.52,1.53,29,24,15,8,1,0,0,0,0,0,0,0,3,2,8,6,6,2,4,33.33
Philip Tomasino,NSH,C,21,224.1167,2,2,2,0,4,0.535,0.535,1.071,80.00,21,9.52,3.08,41,38,34,12,0,3,8,4,4,0,0,3,9,6,6,15,8,6,20,23.08
Jonas Rondbjerg,VGK,R,13,119.4333,2,2,0,2,4,1.005,1.005,2.009,80.00,10,20.00,1.64,21,18,17,12,0,2,2,1,1,0,0,1,1,3,5,22,4,0,1,0.00
Patrik Laine,CBJ,L,9,124.0000,1,3,0,3,4,0.484,1.452,1.935,80.00,13,7.69,1.29,33,23,25,6,0,3,6,3,3,0,0,0,11,3,5,9,5,0,2,0.00
Travis Konecny,PHI,R,21,287.1000,3,5,5,0,8,0.627,1.045,1.672,80.00,47,6.38,4.03,78,65,47,17,5,6,8,4,4,0,0,5,8,8,25,35,7,0,1,0.00
Nazem Kadri,COL,C,20,265.9000,4,11,10,1,15,0.903,2.482,3.385,78.95,40,10.00,2.74,68,51,43,12,2,2,9,3,2,1,0,6,3,6,16,23,3,118,112,51.30
Leon Draisaitl,EDM,C,21,354.6000,6,12,9,3,18,1.015,2.030,3.046,78.26,31,19.35,3.54,60,47,34,13,3,4,14,6,6,0,0,6,19,10,7,34,2,149,122,54.98
Alex Ovechkin,WSH,L,24,375.2833,11,14,7,7,25,1.759,2.238,3.997,78.13,55,20.00,5.04,111,87,62,13,3,4,4,2,2,0,0,3,9,9,34,9,6,2,1,66.67
Ryan Johansen,NSH,C,23,281.4833,4,3,1,2,7,0.853,0.639,1.492,77.78,17,23.53,1.63,24,22,15,5,1,2,8,4,4,0,0,1,9,7,17,10,13,138,122,53.08
Brock Nelson,NYI,C,15,196.4333,6,1,1,0,7,1.833,0.305,2.138,77.78,28,21.43,3.43,41,35,33,19,4,5,2,1,1,0,0,4,4,9,7,20,10,89,79,52.98
Paul Stastny,WPG,C,14,180.0833,4,3,1,2,7,1.333,1.000,2.332,77.78,15,26.67,2.01,21,18,20,12,2,0,6,3,3,0,0,1,3,0,4,3,6,13,12,52.00
Evgeny Svechnikov,WPG,L,21,264.8333,1,6,1,5,7,0.227,1.359,1.586,77.78,31,3.23,2.57,46,34,29,17,2,2,12,6,6,0,0,3,12,8,28,34,7,2,2,50.00
Cole Sillinger,CBJ,C,21,250.2500,4,3,2,1,7,0.959,0.719,1.678,77.78,40,10.00,4.07,72,53,51,21,3,5,6,3,3,0,0,4,8,8,13,18,8,70,98,41.67
Frank Vatrano,FLA,C,23,249.3833,5,2,1,1,7,1.203,0.481,1.684,77.78,48,10.42,3.49,79,60,40,13,4,6,10,5,5,0,0,3,9,6,26,21,8,4,7,36.36
Patric Hornqvist,FLA,R,23,233.5000,2,5,3,2,7,0.514,1.285,1.799,77.78,37,5.41,3.50,55,51,34,20,3,5,2,1,1,0,0,4,3,9,34,32,8,3,7,30.00
Warren Foegele,EDM,L,21,247.3833,1,6,4,2,7,0.243,1.455,1.698,77.78,22,4.55,1.91,47,34,34,11,2,3,2,1,1,0,0,0,7,7,34,21,7,4,10,28.57
Seth Jones,CHI,D,22,418.0333,3,7,3,4,10,0.431,1.005,1.435,76.92,46,6.52,2.05,76,58,25,10,0,3,4,2,2,0,0,1,14,10,21,43,32,0,0,0.00
Zach Hyman,EDM,L,21,285.0500,7,3,3,0,10,1.473,0.631,2.105,76.92,44,15.91,4.94,70,57,54,36,0,6,6,3,3,0,0,2,3,9,16,36,4,11,4,73.33
Rem Pitlick,MIN,C,14,141.2000,5,5,2,3,10,2.125,2.125,4.249,76.92,10,50.00,1.16,14,13,12,8,4,0,6,3,3,0,0,0,4,3,6,14,4,2,1,66.67
Isac Lundestrom,ANA,C,24,295.6000,4,6,4,2,10,0.812,1.218,2.030,76.92,24,16.67,3.14,40,34,24,15,0,3,0,0,0,0,0,5,7,3,9,17,14,104,115,47.49
Andre Burakovsky,COL,L,19,233.2333,5,5,3,2,10,1.286,1.286,2.573,76.92,21,23.81,1.67,46,30,28,5,0,2,4,2,2,0,0,1,5,3,12,13,9,3,5,37.50
Jeff Skinner,BUF,L,23,316.8500,5,5,4,1,10,0.947,0.947,1.894,76.92,55,9.09,4.98,86,72,56,24,3,2,0,0,0,0,0,5,13,14,8,16,8,8,15,34.78
Robert Thomas,STL,C,23,335.3000,1,12,9,3,13,0.179,2.147,2.326,76.47,28,3.57,3.58,42,39,40,20,2,2,6,3,3,0,0,4,9,19,3,14,5,153,118,56.46
Mikael Granlund,NSH,C,23,327.8167,3,10,5,5,13,0.549,1.830,2.379,76.47,22,13.64,2.21,43,33,31,12,0,2,6,3,3,0,0,4,13,12,14,21,8,139,121,53.46
Steven Stamkos,T.B,C,21,265.4333,6,7,6,1,13,1.356,1.582,2.939,76.47,27,22.22,2.80,51,43,32,15,7,0,2,1,1,0,0,1,2,6,20,24,6,70,90,43.75
Jesper Bratt,N.J,L,21,265.0000,5,8,4,4,13,1.132,1.811,2.943,76.47,50,10.00,4.16,72,63,38,23,9,0,8,4,4,0,0,3,13,11,7,24,5,0,1,0.00
Andrew Ladd,ARI,L,15,186.6833,2,1,0,1,3,0.643,0.321,0.964,75.00,13,15.38,1.17,30,19,19,7,1,1,12,6,6,0,0,0,7,6,23,9,9,0,0,0.00
Chris Wideman,MTL,D,18,209.9500,2,4,1,3,6,0.572,1.143,1.715,75.00,15,13.33,0.44,31,21,10,1,2,1,18,5,4,0,1,1,13,0,13,39,8,0,0,0.00
Oliver Kylington,CGY,D,22,353.9833,3,9,3,6,12,0.508,1.525,2.034,75.00,29,10.34,1.11,65,41,21,4,2,2,4,2,2,0,0,4,19,5,13,26,21,0,0,0.00
Jack Johnson,COL,D,18,242.3000,1,2,1,1,3,0.248,0.495,0.743,75.00,11,9.09,0.40,22,15,3,1,1,0,14,3,2,0,1,2,4,2,19,18,9,0,0,0.00
Ryan Reaves,NYR,R,17,167.4667,0,3,1,2,3,0.000,1.075,1.075,75.00,8,0.00,1.21,16,11,11,6,0,1,11,4,3,1,0,2,3,4,80,12,4,0,0,0.00
Tyler Motte,VAN,C,9,99.2167,2,1,1,0,3,1.209,0.605,1.814,75.00,14,14.29,1.24,24,21,15,5,0,1,0,0,0,0,0,3,4,3,18,15,7,1,0,100.00
Brandon Tanev,SEA,L,23,295.0333,3,3,2,1,6,0.610,0.610,1.220,75.00,30,10.00,3.11,50,38,29,19,1,5,6,3,3,0,0,4,4,6,73,39,10,1,0,100.00
Patrick Kane,CHI,R,18,296.4667,3,6,4,2,9,0.607,1.214,1.821,75.00,45,6.67,2.86,73,56,37,14,0,3,0,0,0,0,0,2,9,8,1,12,2,4,2,66.67
David Kampf,TOR,C,24,279.3167,3,3,2,1,6,0.644,0.644,1.289,75.00,25,12.00,2.48,40,32,27,11,0,1,8,4,4,0,0,3,5,5,22,33,3,138,83,62.44
Brad Richardson,CGY,R,14,150.1833,2,1,1,0,3,0.799,0.400,1.199,75.00,9,22.22,0.89,16,13,10,6,0,1,6,3,3,0,0,1,1,1,23,15,7,52,32,61.90
Dominic Toninato,WPG,C,19,119.6500,2,1,1,0,3,1.003,0.501,1.504,75.00,10,20.00,1.22,19,15,13,6,0,0,0,0,0,0,0,2,2,2,24,17,4,8,5,61.54
Luke Glendening,DAL,C,21,218.6667,5,1,0,1,6,1.372,0.274,1.646,75.00,22,22.73,2.50,33,30,26,15,0,1,0,0,0,0,0,1,2,4,34,17,11,75,55,57.69
Jean-Gabriel Pageau,NYI,C,17,215.0000,1,2,2,0,3,0.279,0.558,0.837,75.00,21,4.76,2.06,34,29,21,13,1,3,9,3,2,1,0,5,10,6,36,26,6,116,86,57.43
Nick Foligno,BOS,L,12,143.2667,0,3,3,0,3,0.000,1.256,1.256,75.00,18,0.00,1.90,28,27,14,7,0,2,11,4,3,1,0,1,2,3,37,6,4,4,3,57.14
Adam Lowry,WPG,C,22,271.7667,2,1,1,0,3,0.442,0.221,0.662,75.00,22,9.09,2.91,41,30,26,15,1,3,0,0,0,0,0,6,7,8,59,30,7,115,88,56.65
Bo Horvat,VAN,C,24,351.1667,5,4,3,1,9,0.854,0.683,1.538,75.00,38,13.16,3.47,61,52,41,17,1,2,10,5,5,0,0,0,5,10,23,19,16,231,178,56.48
Tomas Nosek,BOS,L,20,231.9667,2,1,0,1,3,0.517,0.259,0.776,75.00,21,9.52,2.10,37,32,23,12,3,2,6,3,3,0,0,1,6,4,24,28,10,78,66,54.17
Tyler Seguin,DAL,C,21,299.5000,4,2,2,0,6,0.801,0.401,1.202,75.00,38,10.53,2.82,55,45,30,18,1,4,6,3,3,0,0,1,10,6,21,10,7,99,85,53.80
Mathieu Perreault,MTL,C,9,93.4833,2,1,0,1,3,1.284,0.642,1.925,75.00,10,20.00,1.05,17,12,12,8,0,3,4,2,2,0,0,3,3,3,8,6,5,29,27,51.79
Sam Gagner,DET,C,24,234.1000,1,5,3,2,6,0.256,1.282,1.538,75.00,20,5.00,1.90,28,24,15,6,1,1,6,3,3,0,0,0,2,3,5,16,6,10,10,50.00
Pierre Engvall,TOR,L,24,259.0167,2,4,3,1,6,0.463,0.927,1.390,75.00,40,5.00,2.87,65,52,36,12,3,8,8,4,4,0,0,5,12,7,20,27,0,2,2,50.00
Nick Cousins,NSH,C,19,201.9167,1,2,1,1,3,0.297,0.594,0.891,75.00,33,3.03,2.68,46,43,31,10,0,3,8,4,4,0,0,6,2,3,15,18,9,5,5,50.00
Philipp Kurashev,CHI,C,19,202.9167,0,3,3,0,3,0.000,0.887,0.887,75.00,28,0.00,2.11,43,33,22,11,2,4,6,3,3,0,0,1,3,7,5,20,4,19,19,50.00
Ryan Strome,NYR,C,17,233.6500,2,7,4,3,9,0.514,1.798,2.311,75.00,20,10.00,1.83,36,26,21,9,0,0,12,6,6,0,0,1,5,2,7,11,2,84,103,44.92
Tage Thompson,BUF,R,23,318.2000,8,4,3,1,12,1.508,0.754,2.263,75.00,47,17.02,4.22,106,72,52,16,3,5,2,1,1,0,0,4,10,11,17,14,6,90,121,42.65
Jonathan Drouin,MTL,L,19,263.0667,3,6,4,2,9,0.684,1.368,2.053,75.00,29,10.34,2.06,44,37,23,9,2,3,4,2,2,0,0,1,5,3,14,11,5,9,13,40.91
Logan O'Connor,COL,R,20,243.7500,2,4,3,1,6,0.492,0.985,1.477,75.00,44,4.55,3.58,61,52,42,25,3,10,6,3,3,0,0,8,4,8,20,27,11,1,2,33.33
Kevin Fiala,MIN,L,23,288.2500,1,8,5,3,9,0.208,1.665,1.873,75.00,47,2.13,5.14,86,71,62,31,5,2,8,4,4,0,0,4,9,8,11,20,2,2,4,33.33
Boris Katchouk,T.B,L,14,143.4000,0,3,2,1,3,0.000,1.255,1.255,75.00,12,0.00,0.98,26,18,11,6,4,0,0,0,0,0,0,5,2,2,38,14,1,2,9,18.18
Yakov Trenin,NSH,C,23,288.3000,3,3,2,1,6,0.624,0.624,1.249,75.00,33,9.09,2.60,58,44,39,12,5,5,11,4,3,1,0,0,4,7,47,23,11,3,24,11.11
Troy Terry,ANA,R,23,318.8167,7,5,1,4,12,1.317,0.941,2.258,75.00,39,17.95,4.77,65,54,47,29,3,2,6,3,3,0,0,8,11,14,1,27,9,0,2,0.00
Noah Gregor,S.J,C,7,86.7500,1,2,2,0,3,0.692,1.383,2.075,75.00,14,7.14,1.13,30,21,15,6,6,0,4,2,2,0,0,0,1,4,15,9,3,0,1,0.00
Nick Ritchie,TOR,L,24,269.1500,0,3,1,2,3,0.000,0.669,0.669,75.00,33,0.00,3.21,58,45,37,21,0,5,17,7,6,1,0,1,9,4,59,31,11,0,3,0.00
Matt Duchene,NSH,C,23,346.0667,6,8,4,4,14,1.040,1.387,2.427,73.68,44,13.64,4.06,65,55,52,19,0,3,6,3,3,0,0,4,11,8,4,19,6,35,33,51.47
Chandler Stephenson,VGK,C,22,317.5833,7,7,2,5,14,1.322,1.322,2.645,73.68,26,26.92,2.32,35,31,23,10,2,1,6,3,3,0,0,2,9,10,21,33,11,142,163,46.56
Shayne Gostisbehere,ARI,D,23,387.0167,3,8,2,6,11,0.465,1.240,1.705,73.33,37,8.11,1.50,74,55,22,3,1,1,2,1,1,0,0,8,9,13,5,18,26,0,0,0.00
Pavel Buchnevich,STL,L,21,272.6500,5,6,3,3,11,1.100,1.320,2.421,73.33,45,11.11,3.09,62,58,38,13,1,1,6,3,3,0,0,4,8,6,13,20,3,5,6,45.45
Dylan Cozens,BUF,C,23,295.1333,6,5,1,4,11,1.220,1.016,2.236,73.33,36,16.67,3.19,59,48,35,19,3,3,2,1,1,0,0,5,11,4,7,19,9,91,126,41.94
Kyle Okposo,BUF,R,23,288.9833,3,8,5,3,11,0.623,1.661,2.284,73.33,41,7.32,2.85,64,54,33,15,1,6,6,3,3,0,0,3,8,12,14,21,6,9,13,40.91
Andreas Johnsson,N.J,L,21,272.2667,7,9,9,0,16,1.543,1.983,3.526,72.73,32,21.88,3.28,55,44,39,25,6,0,10,5,5,0,0,6,11,10,16,34,5,9,4,69.23
Connor McDavid,EDM,C,21,353.7667,7,9,5,4,16,1.187,1.526,2.714,72.73,48,14.58,5.01,80,62,53,22,0,7,10,4,4,0,0,8,19,19,17,21,5,127,101,55.70
Brock McGinn,PIT,L,23,296.3833,4,4,3,1,8,0.810,0.810,1.620,72.73,37,10.81,2.58,54,44,35,16,3,5,8,4,4,0,0,3,8,7,34,26,7,10,8,55.56
Derick Brassard,PHI,C,17,183.3500,3,5,4,1,8,0.982,1.636,2.618,72.73,15,20.00,1.45,21,16,11,5,1,1,6,3,3,0,0,2,3,7,24,15,2,56,61,47.86
Nico Hischier,N.J,C,21,290.5333,1,7,4,3,8,0.207,1.446,1.652,72.73,23,4.35,2.65,45,34,37,17,4,0,2,1,1,0,0,5,8,17,13,29,9,93,133,41.15
Lawson Crouse,ARI,L,23,307.1667,5,3,2,1,8,0.977,0.586,1.563,72.73,38,13.16,3.86,62,54,41,19,3,4,8,4,4,0,0,3,5,10,48,19,7,3,5,37.50
Chris Kreider,NYR,L,21,268.4500,7,1,1,0,8,1.565,0.224,1.788,72.73,40,17.50,3.75,65,54,43,21,6,6,8,4,4,0,0,2,11,5,40,10,7,10,20,33.33
Jesper Fast,CAR,R,22,256.6000,6,2,2,0,8,1.403,0.468,1.871,72.73,29,20.69,4.35,46,37,37,19,2,4,0,0,0,0,0,0,5,3,36,23,12,1,3,25.00
Tomas Tatar,N.J,L,21,257.6500,3,5,2,3,8,0.699,1.164,1.863,72.73,36,8.33,2.94,56,43,33,18,10,0,8,4,4,0,0,2,3,9,19,16,7,1,6,14.29
Victor Mete,OTT,D,15,183.7833,0,5,5,0,5,0.000,1.632,1.632,71.43,12,0.00,0.47,19,16,7,0,1,1,2,1,1,0,0,1,7,2,2,24,13,0,0,0.00
Logan Stanley,WPG,D,22,257.6000,0,5,3,2,5,0.000,1.165,1.165,71.43,23,0.00,0.96,61,44,8,1,2,1,7,2,1,1,0,2,12,2,39,29,19,0,0,0.00
Oliver Bjorkstrand,CBJ,R,21,301.4500,3,7,5,2,10,0.597,1.393,1.990,71.43,41,7.32,3.80,76,64,42,12,1,3,4,2,2,0,0,4,10,6,12,19,7,6,5,54.55
Sam Steel,ANA,C,17,197.7167,4,1,0,1,5,1.214,0.303,1.517,71.43,10,40.00,1.07,23,13,14,7,1,1,2,1,1,0,0,2,8,4,2,17,7,36,34,51.43
Derek Stepan,CAR,C,15,136.9333,3,2,2,0,5,1.315,0.876,2.191,71.43,23,13.04,1.46,35,28,22,8,1,5,2,1,1,0,0,2,3,5,7,17,7,42,47,47.19
Johan Larsson,ARI,L,16,231.0833,0,5,2,3,5,0.000,1.298,1.298,71.43,11,0.00,1.09,17,14,11,7,1,0,4,2,2,0,0,2,4,8,26,26,7,83,96,46.37
Sam Reinhart,FLA,C,23,307.3000,4,6,3,3,10,0.781,1.171,1.952,71.43,42,9.52,4.68,80,62,47,24,4,7,4,2,2,0,0,4,10,5,18,51,10,34,41,45.33
Pierre-Luc Dubois,WPG,L,22,332.9667,5,5,2,3,10,0.901,0.901,1.802,71.43,50,10.00,5.57,85,71,65,33,3,8,12,6,6,0,0,7,11,5,26,39,15,118,154,43.38
Vinnie Hinostroza,BUF,C,23,303.5667,4,6,3,3,10,0.791,1.186,1.977,71.43,35,11.43,2.75,56,48,23,7,1,4,4,2,2,0,0,5,9,6,7,24,3,2,3,40.00
Alex Barré-Boulet,"SEA, T.B",C,15,137.7833,3,2,2,0,5,1.306,0.871,2.177,71.43,12,25.00,1.35,21,16,16,7,5,0,2,1,1,0,0,4,1,2,9,5,3,3,9,25.00
Mason Marchment,FLA,L,10,127.7667,1,4,1,3,5,0.470,1.878,2.348,71.43,15,6.67,1.09,30,21,15,3,0,1,6,3,3,0,0,3,2,3,24,20,2,3,13,18.75
Tom Wilson,WSH,R,24,343.5500,6,11,5,6,17,1.048,1.921,2.969,70.83,26,23.08,2.50,52,41,31,16,4,1,20,6,5,0,1,6,17,6,56,29,13,4,3,57.14
Tyler Bertuzzi,DET,L,20,294.3333,6,6,3,3,12,1.223,1.223,2.446,70.59,36,16.67,3.91,54,48,42,22,0,2,10,5,5,0,0,4,20,13,18,17,13,5,5,50.00
William Nylander,TOR,R,24,347.0500,5,7,7,0,12,0.864,1.210,2.075,70.59,61,8.20,4.73,98,75,68,22,2,8,4,2,2,0,0,4,8,19,4,22,3,6,6,50.00
Dustin Brown,L.A,R,22,298.4333,3,4,2,2,7,0.603,0.804,1.407,70.00,52,5.77,2.90,74,61,40,18,13,0,4,2,2,0,0,6,5,2,38,17,5,0,0,0.00
Rudolfs Balcers,S.J,L,23,315.5667,2,5,3,2,7,0.380,0.951,1.331,70.00,36,5.56,3.66,68,55,43,21,8,0,4,2,2,0,0,1,11,10,47,29,13,16,7,69.57
Robby Fabbri,DET,C,24,318.2500,2,5,3,2,7,0.377,0.943,1.320,70.00,46,4.35,3.92,69,57,43,21,1,2,6,3,3,0,0,8,8,6,36,24,12,22,20,52.38
Dillon Dube,CGY,C,23,249.7333,2,5,3,2,7,0.481,1.201,1.682,70.00,37,5.41,3.65,55,43,39,17,2,8,2,1,1,0,0,4,4,3,16,34,3,36,36,50.00
Frederick Gaudreau,MIN,C,21,258.6833,2,5,1,4,7,0.464,1.160,1.624,70.00,20,10.00,1.46,38,28,22,6,0,2,2,1,1,0,0,3,6,6,8,20,12,72,82,46.75
